"","cors"
"ANKS4B",0.0538513297525836
"MFF",0.0538513297525836
"LINC00116",0.0539472342526767
"C4orf33",0.0539652040301538
"CCDC93",0.0539652040301538
"IFT27",0.0539652040301538
"ITGB1",0.0539652040301538
"MAPKAP1",0.0539652040301538
"PIK3R1",0.0539652040301538
"SPSB1",0.0539652040301538
"UMPS",0.0539652040301538
"WRAP73",0.0539652040301538
"VPS25",0.0539862532245892
"NSMCE4A",0.0540029826287741
"CRIPT",0.0540762757290522
"DCTN4",0.0540762757290522
"DNAJB4",0.0540762757290522
"KIAA1671",0.0540762757290522
"MANBAL",0.0540762757290522
"PDHX",0.0540762757290522
"YARS",0.0540762757290522
"MRPL3",0.0541054917027063
"YWHAZ",0.054124764017986
"ARID1B",0.0541332150574456
"PEX13",0.0541332150574456
"TMEM179B",0.0541829676154409
"HAGH",0.0542078392138757
"DESI1",0.0542655748739025
"DNAJC25",0.0542655748739025
"IGSF9",0.0542655748739025
"M6PR",0.0542655748739025
"MAGI3",0.0542655748739025
"OGG1",0.0542655748739025
"PDX1",0.0542655748739025
"PIGH",0.0542655748739025
"POLDIP3",0.0542655748739025
"PPWD1",0.0542655748739025
"RP11.977G19.5",0.0542655748739025
"SULT1C2",0.0542655748739025
"THRA",0.0542655748739025
"TMEM53",0.0542655748739025
"PDXDC1",0.0543631670074026
"ID2",0.0543634492975002
"FAM98C",0.0544462772326986
"MTX2",0.0544462772326986
"TNFRSF11A",0.0544462772326986
"LMNB1",0.0544603768646208
"MRPS28",0.0544603768646208
"AGTPBP1",0.0544762235041676
"CPM",0.0544762235041676
"CXCL1",0.0544762235041676
"PNMA1",0.0544762235041676
"RP11.33E12.2",0.0544762235041676
"SGPP1",0.0544762235041676
"TRMT10A",0.0544762235041676
"ZC4H2",0.0544762235041676
"SLC5A9",0.0544826563727481
"SNRPA1",0.0544920472966515
"UCKL1",0.0545713681198315
"EIF3J",0.0545741649366979
"MAP2K3",0.0545741649366979
"IGLC3",0.0546644144837935
"SNRPD3",0.054682954443955
"ACTR10",0.0546856037138939
"CAPRIN1",0.0546856037138939
"HERC4",0.0546892970373422
"MIA3",0.0546892970373422
"PDE4DIP",0.0546892970373422
"TMEM245",0.0546892970373422
"ZNF271P",0.0546892970373422
"THOC2",0.0546942917175274
"GSTP1",0.0547247149772416
"C2orf88",0.0547547812402641
"CHP1",0.0547584506502916
"CHMP2B",0.0547703598940335
"RNF19A",0.0548171073329508
"CAPN5",0.054922784917944
"BCL2L1",0.0549874632074862
"MARCH7",0.0549874632074862
"PANK1",0.0549874632074862
"PAQR3",0.0549874632074862
"SMIM10L1",0.0549874632074862
"TANK",0.0549874632074862
"MT.TF",0.055103273136977
"MAF",0.0551036436579161
"ANKRD9",0.0551423892509252
"GRAMD3",0.0551423892509252
"TRIM44",0.0551423892509252
"ABCB8",0.0552674803478811
"CACFD1",0.0552674803478811
"CHD8",0.0552674803478811
"CHUK",0.0552674803478811
"CKAP4",0.0552674803478811
"DAB2IP",0.0552674803478811
"LBX2.AS1",0.0552674803478811
"LYSMD3",0.0552674803478811
"MFSD4B",0.0552674803478811
"MTRR",0.0552674803478811
"PEF1",0.0552674803478811
"RC3H1",0.0552674803478811
"RP11.92K2.2",0.0552674803478811
"SLC35B4",0.0552674803478811
"TRIM24",0.0552674803478811
"TRIP11",0.0552674803478811
"UIMC1",0.0552674803478811
"ZNF644",0.0552674803478811
"ERBIN",0.055363514588762
"PPP1R16A",0.0553978130822329
"CCNI",0.0554715516576811
"RPL5",0.0555275895571481
"ABCG1",0.0555566557659843
"C6orf47",0.0555566557659843
"GPN2",0.0555566557659843
"MFSD1",0.0555566557659843
"PPP1R13L",0.0555566557659843
"SGTA",0.0555566557659843
"DOCK5",0.0555973043285228
"IAH1",0.0555973043285228
"PLCB3",0.055604742782781
"CERS2",0.0556167531076771
"CARD16",0.0556442544031239
"CIB2",0.0556459340569553
"DNAJC2",0.0556459340569553
"BCL2L13",0.0556467770215592
"FBXO9",0.0556467770215592
"SMUG1",0.0556467770215592
"RPS2",0.0556681833816221
"SCAMP3",0.055705910873685
"HMGN3",0.0557625561924589
"UBE2R2",0.0557842355918441
"CASP7",0.0557931220591735
"PFKFB2",0.055828769694967
"ANO9",0.0558451304389986
"MT.TE",0.0558451304389986
"AACS",0.0558485171746886
"CHAMP1",0.0558485171746886
"CSE1L",0.0558485171746886
"DUSP5",0.0558485171746886
"SNAPC5",0.0558485171746886
"STX1A",0.0558485171746886
"YEATS4",0.0558485171746886
"RPL35",0.0559393636036589
"SMDT1",0.0559480518642876
"DST",0.0559759948853542
"GDE1",0.0559759948853542
"ALDOC",0.0559832713369543
"DENND2D",0.0559832713369543
"RPF1",0.0559832713369543
"SMPD1",0.0559832713369543
"GALNT6",0.0560742597130334
"SH3GLB1",0.0560742597130334
"BAX",0.0561070997288501
"SMAP1",0.0561070997288501
"HSPA4",0.0561205017853028
"SRSF8",0.0561205017853028
"GATC",0.0561583735098799
"ABCA5",0.0561590483878883
"MRPL21",0.0561590483878883
"SUCLA2",0.0562031188337709
"UBXN1",0.0562128664300991
"TMEM50A",0.0563919997180414
"YES1",0.0564859888870023
"MGAT4A",0.0564933320143492
"CLYBL",0.0565421214251666
"EIF3H",0.0565552473414259
"GOLIM4",0.0565747250791568
"NARS",0.0566159268242755
"SF3A1",0.0566478685586388
"MERTK",0.0567711176093501
"PUDP",0.0567711176093501
"ZDHHC23",0.0567711176093501
"ZNF395",0.0567711176093501
"PAG1",0.0568339790871988
"ASCC2",0.0568982063122428
"EIF5",0.0569008245535591
"SNHG8",0.0569118404166177
"CGN",0.0569426773726746
"ESF1",0.0569876782080681
"CAMLG",0.0570168298884599
"EIF3G",0.0570168298884599
"AZIN1",0.0570371803580336
"HIGD2A",0.0570397460993967
"ARL2",0.0570676673990297
"MARCH5",0.0570676673990297
"C22orf39",0.0571046425521754
"CUL4A",0.0571046425521754
"DR1",0.0571046425521754
"MAP3K2",0.0571046425521754
"TACC2",0.0571046425521754
"CARS",0.0571071762804843
"IRF1",0.0571588976840701
"APIP",0.0571777858562064
"KHDRBS1",0.0572764996861687
"ADH6",0.0572935712131228
"ANKRD12",0.0573130763973062
"NCKAP1",0.0573130763973062
"MPG",0.0574834556536799
"CDX1",0.0574986139710293
"FAM32A",0.0574986139710293
"PSMD6",0.0575232085137541
"TP53TG1",0.0575408320540914
"BPGM",0.0576006420483539
"CCDC88B",0.0576006420483539
"CEP152",0.0576006420483539
"FLNA",0.0576006420483539
"GABPA",0.0576006420483539
"HERPUD2",0.0576006420483539
"ISY1",0.0576006420483539
"MBNL2",0.0576006420483539
"MLH3",0.0576006420483539
"MRM3",0.0576006420483539
"NPY6R",0.0576006420483539
"PCTP",0.0576006420483539
"RASA4CP",0.0576006420483539
"RHNO1",0.0576006420483539
"RP11.231P20.2",0.0576006420483539
"RPL10P6",0.0576006420483539
"SATB2",0.0576006420483539
"SCT",0.0576006420483539
"SDHAP1",0.0576006420483539
"SLC8B1",0.0576006420483539
"TMEM159",0.0576006420483539
"TOR4A",0.0576006420483539
"UBE2D4",0.0576006420483539
"YIPF1",0.0576006420483539
"ZNF487",0.0576006420483539
"RHOB",0.0576241286972346
"FAM177A1",0.0576267016968262
"ANP32A",0.0576417935818482
"ETS2",0.0576519748692471
"UQCC3",0.0576741463623608
"UBE2I",0.057690116317274
"RPL23AP42",0.0577115783080154
"SGK2",0.0578304066248201
"MOGS",0.0578372819866099
"CIRBP",0.0578488398017309
"JMJD1C",0.0578829593229486
"COX19",0.0579506393854379
"ESRP1",0.0579506393854379
"POP5",0.0579506393854379
"SLC25A25",0.0579506393854379
"CDK11B",0.0580300780328761
"MRPL43",0.0580300780328761
"PTGES3",0.0580612124192472
"POLR2I",0.0581511457445013
"NT5DC1",0.0582888584267002
"TMEM98",0.0582888584267002
"NGDN",0.058351972834601
"SYNGR2",0.0583771886462487
"AFMID",0.0584264914158772
"AMPD2",0.0584264914158772
"CREB1",0.0584264914158772
"CXorf38",0.0584264914158772
"ATL2",0.058431254786467
"CD302",0.058431254786467
"CDK11A",0.058431254786467
"DSCR3",0.058431254786467
"GNL2",0.058431254786467
"ISCA2",0.058431254786467
"LATS1",0.058431254786467
"MAPKAPK3",0.058431254786467
"POGZ",0.058431254786467
"SUPT6H",0.058431254786467
"ETNK1",0.0584535481455738
"VPS37A",0.0584641870561339
"KIAA0141",0.0585322980496367
"SOS2",0.0585322980496367
"RBM42",0.0585416225158412
"PELI1",0.0585681644831525
"FAM96A",0.0586150641946436
"TMED9",0.0586237818377259
"C19orf70",0.0586640627031037
"ABHD5",0.0586840617472783
"CARD10",0.0586840617472783
"EIF3B",0.0586840617472783
"MYNN",0.0586840617472783
"SDC4",0.0586840617472783
"TTC19",0.0586840617472783
"YIPF6",0.0586840617472783
"GRB2",0.058751024538597
"TFPI",0.0587897133135011
"ACVR1B",0.0587966721838381
"ARL8A",0.0587966721838381
"FANCF",0.0587966721838381
"FLVCR1.AS1",0.0587966721838381
"INO80C",0.0587966721838381
"MED25",0.0587966721838381
"METAP1",0.0587966721838381
"SATB1",0.0587966721838381
"SH3BP2",0.0587966721838381
"SYVN1",0.0587966721838381
"PPP4R3B",0.0587986120867288
"AKAP17A",0.058836648349416
"REV3L",0.058836648349416
"LSM5",0.0588524628113933
"NMT1",0.0589290973182355
"MYO7B",0.0589592333177103
"CPNE1",0.0591079312112023
"OCEL1",0.0591079312112023
"SNRNP70",0.0591079312112023
"TRIM14",0.0591079312112023
"PCYT1A",0.0591699625720062
"C5orf56",0.0591970385780826
"DDX19B",0.0591970385780826
"GRSF1",0.0592239218375132
"COPG1",0.0593378850479003
"RP11.475C16.1",0.0593378850479003
"NIPSNAP1",0.0593437942400522
"MDH2",0.0593537364574637
"ABCD4",0.0593747577958594
"LDLR",0.0593837450589512
"HNRNPU",0.0594630669876572
"GLTSCR2",0.0594774349188381
"NDUFA12",0.0594808857554834
"HP1BP3",0.0595609214278144
"SQRDL",0.0596231456131109
"TTC1",0.0596535356414769
"BOLA1",0.0597668101946216
"CASC3",0.0597668101946216
"COBL",0.0597668101946216
"CRYBB2P1",0.0597668101946216
"DMTF1",0.0597668101946216
"FAF1",0.0597668101946216
"GAA",0.0597668101946216
"GPATCH1",0.0597668101946216
"IGSF8",0.0597668101946216
"PLEKHF2",0.0597668101946216
"RBM18",0.0597668101946216
"RITA1",0.0597668101946216
"RPS6KA5",0.0597668101946216
"SH3BP1",0.0597668101946216
"SHD",0.0597668101946216
"TMEM161B.AS1",0.0597668101946216
"SLC35D2",0.0598420404092857
"RPN1",0.0598760704427991
"BRWD1",0.0598863736463985
"RAB5A",0.0598863736463985
"METTL10",0.0598921108700594
"PHF20",0.0598921108700594
"UBR3",0.0598921108700594
"UEVLD",0.0598921108700594
"UGGT1",0.0598921108700594
"PTPRF",0.0599044947982027
"FUNDC2",0.059923186993121
"SGMS2",0.059923186993121
"TARDBP",0.059923186993121
"CCNL2",0.0599366965339624
"HSPB1",0.0600466677436893
"DHRS1",0.0600954121070664
"C1GALT1C1",0.0601163609931708
"DLAT",0.0601163609931708
"MTND4P12",0.0601163609931708
"PLEKHS1",0.0601163609931708
"TSPAN13",0.0601618206123549
"CCPG1",0.0602472616911092
"DFNA5",0.0602472616911092
"FAM118A",0.0602472616911092
"ISX",0.0602472616911092
"KDSR",0.0602472616911092
"KLKB1",0.0602472616911092
"PIP5K1A",0.0602878918000861
"PPP1R2",0.0602878918000861
"FAM132A",0.0603979315161777
"TIAL1",0.0603979315161777
"SLC25A20",0.0604448143662507
"RP11.532F12.5",0.060445778852613
"SCRN2",0.060445778852613
"PGM1",0.060471807903516
"ZNF207",0.0605075595729594
"EGLN1",0.0605115742068057
"GALNT7",0.06051627808571
"SCOC",0.06051627808571
"PPP2CA",0.0605427043329047
"CD86",0.0606445705913856
"C14orf119",0.0606874193082373
"COPS3",0.0607323549209497
"CNOT7",0.0607952748699348
"TMEM261",0.0608237089451285
"RP11.466H18.1",0.060841465660286
"GGT6",0.0609608696275589
"BTNL3",0.0609673647179035
"COASY",0.0610260393349146
"GTF2H5",0.0610260393349146
"CBLC",0.0610414642498607
"TRAF4",0.0610741701546286
"ACSF2",0.0610795378652475
"MAP2K2",0.0610848496823596
"AC007318.5",0.0611393232531688
"ACKR3",0.0611393232531688
"ADH1B",0.0611393232531688
"AGBL5",0.0611393232531688
"AHDC1",0.0611393232531688
"ANKRD13D",0.0611393232531688
"ANKRD52",0.0611393232531688
"BRF2",0.0611393232531688
"C19orf73",0.0611393232531688
"COL6A4P2",0.0611393232531688
"CTB.113I20.2",0.0611393232531688
"DDX28",0.0611393232531688
"DPY19L1P1",0.0611393232531688
"EIF4BP6",0.0611393232531688
"ELAC1",0.0611393232531688
"FAM69A",0.0611393232531688
"GDPD1",0.0611393232531688
"GXYLT1",0.0611393232531688
"HIST2H2AC",0.0611393232531688
"HRH1",0.0611393232531688
"ITK",0.0611393232531688
"KIAA1958",0.0611393232531688
"MFGE8",0.0611393232531688
"NAV2",0.0611393232531688
"PIAS3",0.0611393232531688
"PIK3AP1",0.0611393232531688
"PPP6R1",0.0611393232531688
"RNF24",0.0611393232531688
"RP11.101E13.5",0.0611393232531688
"RP11.458J1.1",0.0611393232531688
"RP11.492M23.2",0.0611393232531688
"RP11.66N24.3",0.0611393232531688
"RP5.1092A3.4",0.0611393232531688
"RPL37AP1",0.0611393232531688
"SAMD12",0.0611393232531688
"SAPCD2",0.0611393232531688
"SEPSECS.AS1",0.0611393232531688
"SH3BP5.AS1",0.0611393232531688
"TBC1D4",0.0611393232531688
"TBCEL",0.0611393232531688
"TEX10",0.0611393232531688
"ZNF175",0.0611393232531688
"ZNF251",0.0611393232531688
"ZNF780B",0.0611393232531688
"RNF6",0.0611476987446402
"C15orf57",0.0611476987446402
"MRS2",0.0611476987446402
"UBXN7",0.0611476987446402
"UQCRC1",0.0611623463208605
"RBM3",0.0611629913973909
"GUCA2B",0.0612387011805002
"INSIG1",0.0613022767255583
"EPS8L3",0.0613989665918531
"COMMD6",0.0614086686575479
"RPS17",0.0614359108128011
"RAMP1",0.0614374344295012
"DYNC1I2",0.0614495641770236
"ZBTB7B",0.0614854843649983
"CDC123",0.061518629407395
"ILKAP",0.061518629407395
"TAPBPL",0.061518629407395
"TMEM8A",0.061518629407395
"RTN3",0.0615425331211688
"FDPS",0.0615834504249197
"ITFG1",0.0616179051425595
"DERL1",0.0616285652869776
"FLVCR2",0.0616285652869776
"KHNYN",0.0616285652869776
"TTC17",0.0616285652869776
"TMEM205",0.0616820727561062
"NDUFV3",0.061724094189877
"CTNNA1",0.0617633732459375
"ANKHD1",0.0617787015968499
"ASXL2",0.0617787015968499
"ATF7IP2",0.0617787015968499
"CCDC92",0.0617787015968499
"CNNM3",0.0617787015968499
"FADD",0.0617787015968499
"FAM50B",0.0617787015968499
"FAM83B",0.0617787015968499
"FN3KRP",0.0617787015968499
"LANCL2",0.0617787015968499
"MPV17",0.0617787015968499
"MYCBP",0.0617787015968499
"NECAP1",0.0617787015968499
"PLEKHA5",0.0617787015968499
"PRKCI",0.0617787015968499
"RP11.140K17.3",0.0617787015968499
"TADA1",0.0617787015968499
"ULK1",0.0617787015968499
"VHL",0.0617787015968499
"ZSWIM7",0.0617787015968499
"CCNB1",0.0618223982788725
"DNAAF2",0.0618870459348662
"KPNB1",0.0619008183711499
"VTA1",0.0619008183711499
"SSR2",0.0619558989560885
"TES",0.061963243340489
"GCHFR",0.0619760151342946
"CPT2",0.0619931988039415
"NCK2",0.0619931988039415
"SC5D",0.0619931988039415
"SSBP1",0.0620017908675315
"MOGAT3",0.0620346955425122
"DDX1",0.0620472768105415
"DYNLRB1",0.0620780386281606
"COA3",0.0621908391970948
"SNHG6",0.0622089887548736
"UCHL3",0.06222644832645
"KIAA1109",0.0622973054328846
"COPZ1",0.0624664180878833
"ADA",0.0625414984169865
"DNAJC3",0.0625445794652836
"TRMT11",0.0625445794652836
"HSD17B12",0.0625588695222373
"SLC4A4",0.0625588695222373
"ERH",0.0625669048414191
"CPSF3L",0.0625810263074313
"SEC61B",0.0625861738425361
"PER1",0.0626182366728408
"RAD50",0.0626182366728408
"SNRK",0.0626182366728408
"PSMD4",0.0626695326454486
"SEPT9",0.0626790390634125
"AKT1",0.0627062501996462
"OSTF1",0.0627062501996462
"CCSER2",0.0628201685322321
"NFIB",0.0628201685322321
"MRPS16",0.0628374009537012
"SEMA6D",0.0628610995732168
"NDUFAF4",0.0628806709135981
"RPS5",0.062881105190928
"ZNF511",0.0628928500043849
"GLG1",0.0629448820225604
"ABL2",0.0629593998446431
"ATAD3B",0.0629593998446431
"C10orf35",0.0629593998446431
"CYFIP2",0.0629593998446431
"DFFB",0.0629593998446431
"EIF5AL1",0.0629593998446431
"ESRRG",0.0629593998446431
"EXOC8",0.0629593998446431
"FKRP",0.0629593998446431
"HBA2",0.0629593998446431
"HDAC11",0.0629593998446431
"LRRC27",0.0629593998446431
"MAP1S",0.0629593998446431
"MAPRE2",0.0629593998446431
"MCUB",0.0629593998446431
"MORC3",0.0629593998446431
"MPV17L",0.0629593998446431
"NAGPA",0.0629593998446431
"NIPAL2",0.0629593998446431
"NUP133",0.0629593998446431
"PDE4D",0.0629593998446431
"PLK3",0.0629593998446431
"PTMAP2",0.0629593998446431
"RANBP6",0.0629593998446431
"RAP2A",0.0629593998446431
"RP11.714M23.2",0.0629593998446431
"RPLP0P6",0.0629593998446431
"SAP30",0.0629593998446431
"SUMF1",0.0629593998446431
"TUSC1",0.0629593998446431
"XPOT",0.0629593998446431
"ZNF701",0.0629593998446431
"ZNF83",0.0629593998446431
"MIS18BP1",0.0629629307999864
"NISCH",0.0629629307999864
"RPRD2",0.0629629307999864
"PLEK2",0.0630165532473621
"DDI2",0.0630337433626421
"INO80D",0.0630337433626421
"INSIG2",0.0630337433626421
"MGAT3",0.0630337433626421
"RBM10",0.0630337433626421
"SEMA4B",0.0630337433626421
"TRIP4",0.0630337433626421
"BICDL2",0.063035769612289
"NDUFS5",0.0630427975900354
"CCDC12",0.0630455065174498
"MRPL15",0.0632694725201527
"CDK1",0.0633078010382728
"G6PD",0.0633078010382728
"KIF2C",0.0633078010382728
"PAQR8",0.0633258629600805
"NFE2L2",0.0633286119276173
"AK3",0.0633491721039388
"OAZ1",0.0633997383071053
"LAMB2",0.0634559340277629
"GMPPA",0.0634883568395763
"USF2",0.0634883568395763
"RPL3P4",0.0634964030418045
"ATP5F1",0.0635629509964416
"CAPZA1",0.0635695158922112
"RRAGA",0.0635838152301843
"HACL1",0.0636429097671985
"SF1",0.0636429097671985
"FKBP3",0.0636765101440093
"SVIP",0.0636861888626589
"NR1I2",0.0637695440340989
"KIAA2013",0.0638491702268772
"ATRN",0.0638494580561103
"CDK2AP2",0.0638666259824055
"AMD1",0.0639016651211545
"NAA20",0.0639016651211545
"ABCA2",0.0639325015723216
"AC005224.2",0.0639325015723216
"AC018738.2",0.0639325015723216
"AC141586.5",0.0639325015723216
"ACPT",0.0639325015723216
"ANKRD53",0.0639325015723216
"ATP5L2",0.0639325015723216
"ATP6AP1L",0.0639325015723216
"BACE1",0.0639325015723216
"BAG2",0.0639325015723216
"CCDC153",0.0639325015723216
"CENPA",0.0639325015723216
"CH507.9B2.9",0.0639325015723216
"CHAC1",0.0639325015723216
"CLCF1",0.0639325015723216
"CRIP3",0.0639325015723216
"CTC.429P9.3",0.0639325015723216
"DDX31",0.0639325015723216
"FAM160A1",0.0639325015723216
"FBLN2",0.0639325015723216
"FOXN3.AS1",0.0639325015723216
"GATS",0.0639325015723216
"GGT4P",0.0639325015723216
"GNG5P2",0.0639325015723216
"IL17A",0.0639325015723216
"IQCH.AS1",0.0639325015723216
"IRGQ",0.0639325015723216
"KCTD2",0.0639325015723216
"KLHL2",0.0639325015723216
"LINC00659",0.0639325015723216
"LINC01011",0.0639325015723216
"LINC01063",0.0639325015723216
"LINC01588",0.0639325015723216
"MLPH",0.0639325015723216
"MORN1",0.0639325015723216
"MTFR2",0.0639325015723216
"NAV1",0.0639325015723216
"NCDN",0.0639325015723216
"NDUFV2.AS1",0.0639325015723216
"NEIL3",0.0639325015723216
"NEK4",0.0639325015723216
"PPP1R3B",0.0639325015723216
"PRDX1P1",0.0639325015723216
"PRELID3A",0.0639325015723216
"RDX",0.0639325015723216
"REEP2",0.0639325015723216
"RHBDF1",0.0639325015723216
"RNU7.41P",0.0639325015723216
"RP11.118F2.2",0.0639325015723216
"RP11.119B16.2",0.0639325015723216
"RP11.144C15.2",0.0639325015723216
"RP11.160H22.3",0.0639325015723216
"RP11.164P12.3",0.0639325015723216
"RP11.17M16.2",0.0639325015723216
"RP11.196G18.22",0.0639325015723216
"RP11.214K3.19",0.0639325015723216
"RP11.249L21.4",0.0639325015723216
"RP11.295P9.12",0.0639325015723216
"RP11.304F15.3",0.0639325015723216
"RP11.318C24.1",0.0639325015723216
"RP11.324O2.3",0.0639325015723216
"RP11.328L11.1",0.0639325015723216
"RP11.386J22.3",0.0639325015723216
"RP11.490G8.1",0.0639325015723216
"RP11.77P6.2",0.0639325015723216
"RP11.94I2.4",0.0639325015723216
"RP11.96D1.11",0.0639325015723216
"RP13.20L14.6",0.0639325015723216
"RPL13AP20",0.0639325015723216
"RRP9",0.0639325015723216
"SARM1",0.0639325015723216
"SCFD2",0.0639325015723216
"SENP3",0.0639325015723216
"SH3BGR",0.0639325015723216
"SH3TC1",0.0639325015723216
"SNTA1",0.0639325015723216
"SOWAHD",0.0639325015723216
"SPATA1",0.0639325015723216
"SPN",0.0639325015723216
"SRRD",0.0639325015723216
"TBCAP3",0.0639325015723216
"TBX19",0.0639325015723216
"TFAP2A",0.0639325015723216
"TMEM182",0.0639325015723216
"TSTD2",0.0639325015723216
"TTLL13P",0.0639325015723216
"TUBGCP5",0.0639325015723216
"UBD",0.0639325015723216
"UGT2B15",0.0639325015723216
"XYLT2",0.0639325015723216
"ZNF43",0.0639325015723216
"ZNF490",0.0639325015723216
"ZNF512",0.0639325015723216
"ZNF528",0.0639325015723216
"ZNF583",0.0639325015723216
"ZNF766",0.0639325015723216
"ZNF799",0.0639325015723216
"ZNF92",0.0639325015723216
"ZSCAN12",0.0639325015723216
"BDP1",0.0639696983342357
"BLOC1S6",0.0639696983342357
"BRCC3",0.0639696983342357
"CYHR1",0.0639696983342357
"DCUN1D4",0.0639696983342357
"FANCL",0.0639696983342357
"FOXJ3",0.0639696983342357
"MBD5",0.0639696983342357
"POC1B",0.0639696983342357
"TBC1D9B",0.0639696983342357
"PIGF",0.0639696983342358
"ASCC3",0.0639789019743934
"FUT8",0.0639789019743934
"LXN",0.0639789019743934
"RNF121",0.0639789019743934
"TMEM30A",0.064033176702244
"ADAM10",0.0640481487662692
"TMED3",0.0640481487662692
"A1CF",0.0641050914677729
"RP11.234A1.1",0.0641128296253263
"DIAPH1",0.0642382219620255
"NEK7",0.0642382219620255
"GATA4",0.0642739089618627
"PUM2",0.0642739089618627
"ME2",0.0642943034624322
"FAM102A",0.0643276756267771
"PITPNA",0.064356350490536
"MGAT2",0.0643759590219668
"PIGS",0.0643759590219668
"PREP",0.0643759590219668
"RMND1",0.0643759590219668
"COQ5",0.0643759590219668
"EIF2B4",0.0643759590219668
"SMIM8",0.0643759590219668
"SUZ12",0.0643759590219668
"HAX1",0.0643956414496258
"RAB14",0.0643985868132149
"SH3BGRL2",0.0643985868132149
"PSMA2",0.0644154880898876
"SPTBN1",0.064673913578881
"ZFAND2B",0.0647845081113203
"G3BP2",0.0647911708981195
"EIF4G2",0.0648063642118277
"PSMC5",0.0649413822273081
"NDUFA8",0.0649413822273082
"IDS",0.0650038911269704
"PCMT1",0.0650038911269704
"PSMD8",0.0650443870031719
"CCT2",0.0650675639551397
"GTF3C6",0.0651775527088198
"C8orf33",0.065250232310275
"DNTTIP1",0.065250232310275
"EGLN3",0.065250232310275
"EP300",0.065250232310275
"GTF3C3",0.065250232310275
"ITPKA",0.065250232310275
"SEC16A",0.065250232310275
"SIRPA",0.065250232310275
"SOWAHC",0.065250232310275
"CACUL1",0.0653148166238255
"SS18",0.0653148166238255
"AKAP9",0.0653159221685126
"HGSNAT",0.0653653362458353
"HRH2",0.0653653362458353
"TPD52",0.0655799904130167
"NCLN",0.0655897299451958
"PSMG2",0.0656375367157846
"PINK1",0.0656533455735576
"PRADC1",0.0656533455735576
"SPTSSA",0.0656533455735576
"SURF6",0.0656533455735576
"SPAG7",0.0656559762906576
"TMA7",0.0656780998040663
"PSMD10",0.0656967142522979
"MRPS33",0.0657378512576354
"ANKIB1",0.0657508982973555
"BNIP1",0.0657508982973555
"DHDDS",0.0657508982973555
"LYST",0.0657508982973555
"RP11.488L18.10",0.0657508982973555
"SMC6",0.0657508982973555
"TNFRSF1B",0.0657508982973555
"UQCC1",0.0657508982973555
"ZNF507",0.0657508982973555
"POLRMT",0.0657508982973555
"RCAN1",0.0657508982973555
"RNF145",0.0657508982973555
"RYBP",0.0657508982973555
"UBE2D1",0.0657508982973555
"SAMM50",0.0658106465660053
"ATXN1",0.0658436214084515
"CD40",0.0658436214084515
"CWC22",0.0658436214084515
"CYP1A1",0.0658436214084515
"EIF2D",0.0658436214084515
"FAM193B",0.0658436214084515
"FRA10AC1",0.0658436214084515
"HINFP",0.0658436214084515
"ITCH",0.0658436214084515
"JMJD4",0.0658436214084515
"KLHL12",0.0658436214084515
"MSL3",0.0658436214084515
"MTRF1L",0.0658436214084515
"NDUFA7",0.0658436214084515
"PDE12",0.0658436214084515
"PSORS1C1",0.0658436214084515
"RP11.379B18.5",0.0658436214084515
"RP11.539L10.3",0.0658436214084515
"SCYL3",0.0658436214084515
"SGSH",0.0658436214084515
"SH3BP5L",0.0658436214084515
"SLC11A2",0.0658436214084515
"SNHG10",0.0658436214084515
"VOPP1",0.0658436214084515
"VPS13B",0.0658436214084515
"WDR36",0.0658436214084515
"TMEM41B",0.0658924643306277
"RAN",0.0659126608322937
"ADH1C",0.0659436168123846
"RGS2",0.0659689072121381
"ERBB2",0.0659781246170093
"PPIA",0.0659972231935194
"LRRC59",0.0660491824844457
"HACD3",0.0660583859503149
"SPOP",0.0660583859503149
"SCAF11",0.0660972657000021
"CHCHD1",0.0661010443203321
"CNIH4",0.0661212175723313
"CPD",0.066196793905653
"SELK",0.066203274677675
"ARSA",0.0662144058262077
"NUDT21",0.0662144058262077
"SLC35A3",0.0663519482083157
"GTF3A",0.0664527054748989
"N4BP2L1",0.0664527054748989
"USP53",0.0664527054748989
"INTS8",0.0664889082832308
"PLAA",0.0664889082832308
"RP5.1180E21.5",0.0664889082832308
"TRMT5",0.0664889082832308
"SFXN2",0.0664889082832308
"OCIAD1",0.0665154443841826
"LACC1",0.0665189403640306
"TMEM54",0.0665240822765708
"CYP2D6",0.0665360557007472
"ME1",0.0665360557007472
"SMNDC1",0.0665413783193633
"LTBP4",0.0665426240823416
"PLEKHH1",0.0665426240823416
"SRPK1",0.0665426240823416
"CIAO1",0.0665849793967059
"FRMD8",0.0665849793967059
"TBC1D15",0.0665849793967059
"TIAM2",0.0666592822812127
"ENO1",0.0666755802577629
"RMDN3",0.0667761449977202
"ARRDC1",0.0667954696170878
"PAXBP1",0.0667954696170878
"TMEM144",0.0667954696170878
"STOML2",0.0668039723593323
"MRPL54",0.0668279340803835
"SKAP2",0.0668641707887243
"SNRPG",0.0668691456338224
"CETN3",0.0668791119670217
"DAGLB",0.0668791119670217
"FAM8A1",0.0668791119670217
"MED23",0.0668791119670217
"MISP3",0.0668791119670217
"NAA16",0.0668791119670217
"ZNF787",0.0668791119670217
"CCNH",0.0669281111892145
"GNS",0.0669281111892145
"PRKAR2A",0.0669281111892145
"BCAP31",0.0669500488404273
"SLC5A12",0.0669500488404273
"MRPL50",0.0669795521753155
