"","gsm","gender"
"13361","GSM2172986","female"
"13362","GSM2172987","male"
"13363","GSM2172988","female"
"13364","GSM2172989","male"
"13365","GSM2172990","male"
"13366","GSM2172991","male"
"13367","GSM2172992","male"
"13368","GSM2172993","male"
"13369","GSM2172994","female"
"13370","GSM2172995","male"
"13371","GSM2172996","female"
"13372","GSM2172997","female"
"13373","GSM2172998","female"
"13374","GSM2172999","male"
"13375","GSM2173000","male"
"13376","GSM2173001","female"
"13377","GSM2173002","male"
"13378","GSM2173003","male"
"13379","GSM2173004","female"
"13380","GSM2173005","male"
"13381","GSM2173006","male"
"13382","GSM2173007","male"
"13383","GSM2173008","male"
"13384","GSM2173009","female"
"13385","GSM2173010","male"
"13386","GSM2173011","female"
"13387","GSM2173012","male"
"13388","GSM2173013","female"
"13389","GSM2173014","male"
"13390","GSM2173015","male"
"13391","GSM2173016","female"
"13392","GSM2173017","female"
"13393","GSM2173018","female"
"13394","GSM2173019","male"
"13395","GSM2173020","male"
"13396","GSM2173021","male"
"13397","GSM2173022","female"
"13398","GSM2173023","male"
"13399","GSM2173024","male"
"13400","GSM2173025","male"
"13401","GSM2173026","female"
"13402","GSM2173027","male"
"13403","GSM2173028","male"
"13404","GSM2173029","male"
"13405","GSM2173030","male"
"13406","GSM2173031","male"
"13407","GSM2173032","male"
"13408","GSM2173033","male"
"13409","GSM2173034","male"
"13410","GSM2173035","male"
"13411","GSM2173036","male"
"13412","GSM2173037","male"
"13413","GSM2173038","female"
"13414","GSM2173039","male"
"13415","GSM2173040","male"
"13416","GSM2173041","male"
"13417","GSM2173042","male"
"13418","GSM2173043","female"
"13419","GSM2173044","male"
"13420","GSM2173045","male"
"13421","GSM2173046","female"
"13422","GSM2173047","male"
"13423","GSM2173048","male"
"13424","GSM2173049","male"
"13425","GSM2173050","male"
"13426","GSM2173051","male"
"13427","GSM2173052","female"
"13428","GSM2173053","male"
"13429","GSM2173054","male"
"13430","GSM2173055","female"
"13431","GSM2173056","female"
"13432","GSM2173057","male"
"13433","GSM2173058","male"
"13434","GSM2173059","male"
"13435","GSM2173060","male"
"13436","GSM2173061","male"
"13437","GSM2173062","female"
"13438","GSM2173063","female"
"13439","GSM2173064","female"
"13440","GSM2173065","male"
"13441","GSM2173066","male"
"13442","GSM2173067","male"
"13443","GSM2173068","male"
"13444","GSM2173069","male"
"13445","GSM2173070","female"
"13446","GSM2173071","male"
"13447","GSM2173072","female"
"13448","GSM2173073","female"
"13449","GSM2173074","female"
"13450","GSM2173075","female"
"13451","GSM2173076","female"
"13452","GSM2173077","female"
"13453","GSM2173078","female"
"13454","GSM2173079","female"
"13455","GSM2173080","female"
"13456","GSM2173081","female"
"13457","GSM2173082","female"
"13458","GSM2173083","female"
"13459","GSM2173084","female"
"13460","GSM2173085","female"
"13461","GSM2173086","female"
"13462","GSM2173087","female"
"13463","GSM2173088","female"
"13464","GSM2173089","female"
"13465","GSM2173090","female"
"13466","GSM2173091","female"
"13467","GSM2173092","female"
"13468","GSM2173093","female"
"13469","GSM2173094","female"
"13470","GSM2173095","female"
"13471","GSM2173096","female"
"13472","GSM2173097","female"
"13473","GSM2173098","female"
"13474","GSM2173099","female"
"13475","GSM2173100","female"
"13476","GSM2173101","female"
"13477","GSM2173102","female"
"13478","GSM2173103","female"
"13479","GSM2173104","female"
"13480","GSM2173105","female"
"13481","GSM2173106","female"
"13482","GSM2173107","female"
"13483","GSM2173108","female"
"13484","GSM2173109","female"
"13485","GSM2173110","female"
"13486","GSM2173111","female"
"13487","GSM2173112","female"
"13488","GSM2173113","female"
"13489","GSM2173114","female"
"13490","GSM2173115","female"
"13491","GSM2173116","female"
"13492","GSM2173117","female"
"13493","GSM2173118","female"
"13494","GSM2173119","female"
"13495","GSM2173120","female"
"13496","GSM2173121","female"
"13497","GSM2173122","female"
"13498","GSM2173123","female"
"13499","GSM2173124","female"
"13500","GSM2173125","female"
"13501","GSM2173126","female"
"13502","GSM2173127","female"
"13503","GSM2173128","female"
"13504","GSM2173129","female"
"13505","GSM2173130","female"
"13506","GSM2173131","female"
"13507","GSM2173132","female"
"13508","GSM2173133","female"
"13509","GSM2173134","female"
"13510","GSM2173135","female"
"13511","GSM2173136","female"
"13512","GSM2173137","female"
"13513","GSM2173138","female"
"13514","GSM2173139","female"
"13515","GSM2173140","female"
"13516","GSM2173141","female"
"13517","GSM2173142","female"
"13518","GSM2173143","female"
"13519","GSM2173144","female"
"13520","GSM2173145","female"
"13521","GSM2173146","female"
"13522","GSM2173147","female"
"13523","GSM2173148","female"
"13524","GSM2173149","female"
"13525","GSM2173150","female"
"13526","GSM2173151","female"
"13527","GSM2173152","female"
"13528","GSM2173153","male"
"13529","GSM2173154","male"
"13530","GSM2173155","male"
"13531","GSM2173156","male"
"13532","GSM2173157","male"
"13533","GSM2173158","male"
"13534","GSM2173159","male"
"13535","GSM2173160","male"
"13536","GSM2173161","male"
"13537","GSM2173162","male"
"13538","GSM2173163","male"
"13539","GSM2173164","male"
"13540","GSM2173165","male"
"13541","GSM2173166","male"
"13542","GSM2173167","male"
"13543","GSM2173168","male"
"13544","GSM2173169","male"
"13545","GSM2173170","male"
"13546","GSM2173171","male"
"13547","GSM2173172","male"
"13548","GSM2173173","male"
"13549","GSM2173174","male"
"13550","GSM2173175","male"
"13551","GSM2173176","male"
"13552","GSM2173177","male"
"13553","GSM2173178","male"
"13554","GSM2173179","male"
"13555","GSM2173180","male"
"13556","GSM2173181","male"
"13557","GSM2173182","male"
"13558","GSM2173183","male"
"13559","GSM2173184","male"
"13560","GSM2173185","male"
"13561","GSM2173186","male"
"13562","GSM2173187","male"
"13563","GSM2173188","male"
"13564","GSM2173189","male"
"13565","GSM2173190","male"
"13566","GSM2173191","male"
"13567","GSM2173192","male"
"13568","GSM2173193","male"
"13569","GSM2173194","male"
"13570","GSM2173195","male"
"13571","GSM2173196","male"
"13572","GSM2173197","male"
"13573","GSM2173198","male"
"13574","GSM2173199","male"
"13575","GSM2173200","male"
"13576","GSM2173201","male"
"13577","GSM2173202","male"
"13578","GSM2173203","male"
"13579","GSM2173204","male"
"13580","GSM2173205","male"
"13581","GSM2173206","male"
"13582","GSM2173207","male"
"13583","GSM2173208","male"
"13584","GSM2173209","male"
"13585","GSM2173210","male"
"13586","GSM2173211","male"
"13587","GSM2173212","male"
"13588","GSM2173213","male"
"13589","GSM2173214","male"
"13590","GSM2173215","male"
"13591","GSM2173216","male"
"13592","GSM2173217","male"
"13593","GSM2173218","male"
"13594","GSM2173219","male"
"13595","GSM2173220","male"
"13596","GSM2173221","male"
"13597","GSM2173222","male"
"13598","GSM2173223","male"
"13599","GSM2173224","male"
"13600","GSM2173225","male"
"13601","GSM2173226","male"
"13602","GSM2173227","male"
"13603","GSM2173228","male"
"13604","GSM2173229","male"
"13605","GSM2173230","male"
"13606","GSM2173231","male"
"13607","GSM2173232","male"
"13608","GSM2173233","male"
"13609","GSM2173234","male"
"13610","GSM2173235","male"
"13611","GSM2173236","male"
"13612","GSM2173237","male"
"13613","GSM2173238","male"
"13614","GSM2173239","male"
"13615","GSM2173240","male"
"13616","GSM2173241","male"
"13617","GSM2173242","male"
"13618","GSM2173243","male"
"13619","GSM2173244","male"
"13620","GSM2173245","male"
"13621","GSM2173246","male"
"13622","GSM2173247","male"
"13623","GSM2173248","male"
"13624","GSM2173249","male"
"13625","GSM2173250","male"
"13626","GSM2173251","male"
"13627","GSM2173252","male"
"13628","GSM2173253","male"
"13629","GSM2173254","male"
"13630","GSM2173255","male"
"13631","GSM2173256","male"
"13632","GSM2173257","male"
"13633","GSM2173258","male"
"13634","GSM2173259","male"
"13635","GSM2173260","male"
"13636","GSM2173261","male"
"13637","GSM2173262","male"
"13638","GSM2173263","male"
"13639","GSM2173264","male"
"13640","GSM2173265","male"
"13641","GSM2173266","male"
"13642","GSM2173267","male"
"13643","GSM2173268","male"
"13644","GSM2173269","male"
"13645","GSM2173270","male"
"13646","GSM2173271","male"
"13647","GSM2173272","male"
"13648","GSM2173273","male"
"13649","GSM2173274","male"
"13650","GSM2173275","male"
"13651","GSM2173276","male"
"13652","GSM2173277","male"
"13653","GSM2173278","male"
"13654","GSM2173279","male"
"13655","GSM2173280","male"
"13656","GSM2173281","male"
"13657","GSM2173282","male"
"13658","GSM2173283","male"
"13659","GSM2173284","male"
"13660","GSM2173285","male"
"13661","GSM2173286","male"
"13662","GSM2173287","male"
"13663","GSM2173288","male"
"13664","GSM2173289","male"
"13665","GSM2173290","male"
"13666","GSM2173291","male"
"13667","GSM2173292","male"
"13668","GSM2173293","male"
"13669","GSM2173294","male"
"13670","GSM2173295","male"
"13671","GSM2173296","male"
"13672","GSM2173297","male"
"13673","GSM2173298","male"
"13674","GSM2173299","male"
"13675","GSM2173300","male"
"13676","GSM2173301","male"
"13677","GSM2173302","male"
"13678","GSM2173303","male"
"13679","GSM2173304","male"
"13680","GSM2173305","male"
"13681","GSM2173306","male"
"13682","GSM2173307","male"
"13683","GSM2173308","male"
"13684","GSM2173309","male"
"13685","GSM2173310","male"
"13686","GSM2173311","male"
"13687","GSM2173312","male"
"13688","GSM2173313","male"
"13689","GSM2173314","male"
"13690","GSM2173315","male"
"13691","GSM2173316","male"
"13692","GSM2173317","male"
"13693","GSM2173318","male"
"13694","GSM2173319","male"
"13695","GSM2173320","male"
"13696","GSM2173321","male"
"13697","GSM2173322","male"
"13698","GSM2173323","male"
"13699","GSM2173324","male"
"13700","GSM2173325","male"
"13701","GSM2173326","male"
"13702","GSM2173327","male"
"13703","GSM2173328","male"
"13704","GSM2173329","male"
"13705","GSM2173330","male"
"13706","GSM2173331","female"
"13707","GSM2173332","female"
"13708","GSM2173333","female"
"13709","GSM2173334","female"
"13710","GSM2173335","female"
"13711","GSM2173336","male"
"13712","GSM2173337","female"
"13713","GSM2173338","female"
"13714","GSM2173339","male"
"13715","GSM2173340","female"
"13716","GSM2173341","male"
"13717","GSM2173342","female"
"13718","GSM2173343","female"
"13719","GSM2173344","female"
"13720","GSM2173345","female"
"13721","GSM2173346","female"
"13722","GSM2173347","female"
"13723","GSM2173348","female"
"13724","GSM2173349","female"
"13725","GSM2173350","female"
"13726","GSM2173351","female"
"13727","GSM2173352","female"
"13728","GSM2173353","female"
"13729","GSM2173354","female"
"13730","GSM2173355","female"
"13731","GSM2173356","male"
"13732","GSM2173357","male"
"13733","GSM2173358","male"
"13734","GSM2173359","female"
"13735","GSM2173360","male"
"13736","GSM2173361","female"
"13737","GSM2173362","female"
"13738","GSM2173363","female"
"13739","GSM2173364","female"
"13740","GSM2173365","female"
"13741","GSM2173366","female"
"13742","GSM2173367","female"
"13743","GSM2173368","female"
"13744","GSM2173369","female"
"13745","GSM2173370","male"
"13746","GSM2173371","male"
"13747","GSM2173372","female"
"13748","GSM2173373","male"
"13749","GSM2173374","female"
"13750","GSM2173375","female"
"13751","GSM2173376","female"
"13752","GSM2173377","female"
"13753","GSM2173378","female"
"13754","GSM2173379","male"
"13755","GSM2173380","female"
"13756","GSM2173381","female"
"13757","GSM2173382","female"
"13758","GSM2173383","male"
"13759","GSM2173384","female"
"13760","GSM2173385","female"
"13761","GSM2173386","female"
"13762","GSM2173387","male"
"13763","GSM2173388","female"
"13764","GSM2173389","female"
"13765","GSM2173390","female"
"13766","GSM2173391","female"
"13767","GSM2173392","female"
"13768","GSM2173393","female"
"13769","GSM2173394","male"
"13770","GSM2173395","male"
"13771","GSM2173396","male"
"13772","GSM2173397","male"
"13773","GSM2173398","female"
"13774","GSM2173399","male"
"13775","GSM2173400","female"
"13776","GSM2173401","male"
"13777","GSM2173402","female"
"13778","GSM2173403","male"
"13779","GSM2173404","female"
"13780","GSM2173405","female"
"13781","GSM2173406","male"
"13782","GSM2173407","male"
"13783","GSM2173408","female"
"13784","GSM2173409","female"
"13785","GSM2173410","female"
"13786","GSM2173411","female"
"13787","GSM2173412","female"
"13788","GSM2173413","female"
"13789","GSM2173414","female"
"13790","GSM2173415","female"
"13791","GSM2173416","female"
"13792","GSM2173417","female"
"13793","GSM2173418","female"
"13794","GSM2173419","female"
"13795","GSM2173420","female"
"13796","GSM2173421","female"
"13797","GSM2173422","male"
"13798","GSM2173423","male"
"13799","GSM2173424","female"
"13800","GSM2173425","female"
"13801","GSM2173426","female"
"13802","GSM2173427","female"
"13803","GSM2173428","female"
"13804","GSM2173429","female"
"13805","GSM2173430","female"
"13806","GSM2173431","female"
"13807","GSM2173432","female"
"13808","GSM2173433","male"
"13809","GSM2173434","female"
"13810","GSM2173435","male"
"13811","GSM2173436","female"
"13812","GSM2173437","female"
"13813","GSM2173438","female"
"13814","GSM2173439","male"
"13815","GSM2173440","female"
"13816","GSM2173441","female"
"13817","GSM2173442","female"
"13818","GSM2173443","male"
"13819","GSM2173444","female"
"13820","GSM2173445","female"
"13821","GSM2173446","female"
"13822","GSM2173447","male"
"13823","GSM2173448","male"
"13824","GSM2173449","female"
"13825","GSM2173450","female"
"13826","GSM2173451","male"
"13827","GSM2173452","female"
"13828","GSM2173453","female"
"13829","GSM2173454","male"
"13830","GSM2173455","female"
"13831","GSM2173456","male"
"13832","GSM2173457","male"
"13833","GSM2173458","female"
"13834","GSM2173459","female"
"13835","GSM2173460","male"
"13836","GSM2173461","female"
"13837","GSM2173462","female"
"13838","GSM2173463","male"
"13839","GSM2173464","female"
"13840","GSM2173465","female"
"13841","GSM2173466","female"
"13842","GSM2173467","female"
"13843","GSM2173468","female"
"13844","GSM2173469","female"
"13845","GSM2173470","male"
"13846","GSM2173471","female"
"13847","GSM2173472","female"
"13848","GSM2173473","female"
"13849","GSM2173474","female"
"13850","GSM2173475","female"
"13851","GSM2173476","female"
"13852","GSM2173477","male"
"13853","GSM2173478","male"
"13854","GSM2173479","female"
"13855","GSM2173480","female"
"13856","GSM2173481","female"
"13857","GSM2173482","female"
"13858","GSM2173483","female"
"13859","GSM2173484","male"
"13860","GSM2173485","female"
"13861","GSM2173486","female"
"13862","GSM2173487","female"
"13863","GSM2173488","female"
"13864","GSM2173489","female"
"13865","GSM2173490","female"
"13866","GSM2173491","female"
"13867","GSM2173492","female"
"13868","GSM2173493","female"
"13869","GSM2173494","male"
"13870","GSM2173495","female"
"13871","GSM2173496","female"
"13872","GSM2173497","female"
"13873","GSM2173498","female"
"13874","GSM2173499","female"
"13875","GSM2173500","female"
"13876","GSM2173501","female"
"13877","GSM2173502","female"
"13878","GSM2173503","female"
"13879","GSM2173504","male"
"13880","GSM2173505","female"
"13881","GSM2173506","female"
"13882","GSM2173507","male"
"13883","GSM2173508","female"
"13884","GSM2173509","male"
"13885","GSM2173510","female"
"13886","GSM2173511","female"
"13887","GSM2173513","female"
"13888","GSM2173515","male"
"13889","GSM2173516","female"
"13890","GSM2173517","female"
"13891","GSM2173518","female"
"13892","GSM2173519","female"
"13893","GSM2173520","male"
"13894","GSM2173521","male"
"13895","GSM2173522","female"
"13896","GSM2173523","male"
"13897","GSM2173524","male"
"13898","GSM2173525","male"
"13899","GSM2173526","male"
"13900","GSM2173527","male"
"13901","GSM2173528","male"
"13902","GSM2173529","male"
"13903","GSM2173530","male"
"13904","GSM2173531","male"
"13905","GSM2173532","male"
"13906","GSM2173533","male"
"13907","GSM2173534","male"
"13908","GSM2173535","male"
"13909","GSM2173536","male"
"13910","GSM2173537","male"
"13911","GSM2173538","male"
"13912","GSM2173539","male"
"13913","GSM2173540","male"
"13914","GSM2173541","male"
"13915","GSM2173542","male"
"13916","GSM2173543","male"
"13917","GSM2173544","male"
"13918","GSM2173545","male"
"13919","GSM2173546","male"
"13920","GSM2173547","male"
"13921","GSM2173548","male"
"13922","GSM2173549","male"
"13923","GSM2173550","male"
"13924","GSM2173551","male"
"13925","GSM2173552","male"
"13926","GSM2173553","male"
"13927","GSM2173554","male"
"13928","GSM2173555","male"
"13929","GSM2173556","male"
"13930","GSM2173557","male"
"13931","GSM2173558","male"
"13932","GSM2173559","male"
"13933","GSM2173560","male"
"13934","GSM2173561","male"
"13935","GSM2173562","male"
"13936","GSM2173563","male"
"13937","GSM2173564","male"
"13938","GSM2173565","male"
"13939","GSM2173566","male"
"13940","GSM2173567","male"
"13941","GSM2173568","male"
"13942","GSM2173569","male"
"13943","GSM2173570","male"
"13944","GSM2173571","male"
"13945","GSM2173572","male"
"13946","GSM2173573","male"
"13947","GSM2173574","male"
"13948","GSM2173575","male"
"13949","GSM2173576","male"
"13950","GSM2173577","male"
"13951","GSM2173578","male"
"13952","GSM2173579","male"
"13953","GSM2173580","male"
"13954","GSM2173581","male"
"13955","GSM2173582","male"
"13956","GSM2173583","male"
"13957","GSM2173584","male"
"13958","GSM2173585","male"
"13959","GSM2173586","male"
"13960","GSM2173587","male"
"13961","GSM2173588","male"
"13962","GSM2173589","male"
"13963","GSM2173590","male"
"13964","GSM2173591","male"
"13965","GSM2173592","male"
"13966","GSM2173593","male"
"13967","GSM2173594","male"
"13968","GSM2173595","male"
"13969","GSM2173596","male"
"13970","GSM2173597","male"
"13971","GSM2173598","male"
"13972","GSM2173599","male"
"13973","GSM2173600","male"
"13974","GSM2173601","male"
"13975","GSM2173602","male"
"13976","GSM2173603","male"
"13977","GSM2173604","male"
"13978","GSM2173605","male"
"13979","GSM2173606","male"
"13980","GSM2173607","male"
"13981","GSM2173608","male"
"13982","GSM2173609","male"
"13983","GSM2173610","male"
"13984","GSM2173611","male"
"13985","GSM2173612","male"
"13986","GSM2173613","male"
"13987","GSM2173614","male"
"13988","GSM2173615","male"
"13989","GSM2173616","male"
"13990","GSM2173617","male"
"13991","GSM2173618","male"
"13992","GSM2173619","male"
"13993","GSM2173620","male"
"13994","GSM2173621","male"
"13995","GSM2173622","male"
"13996","GSM2173623","male"
"13997","GSM2173624","male"
"13998","GSM2173625","male"
"13999","GSM2173626","male"
"14000","GSM2173627","male"
"14001","GSM2173628","male"
"14002","GSM2173629","male"
"14003","GSM2173630","male"
"14004","GSM2173631","male"
"14005","GSM2173632","male"
"14006","GSM2173633","male"
"14007","GSM2173634","male"
"14008","GSM2173635","male"
"14009","GSM2173636","male"
"14010","GSM2173637","male"
"14011","GSM2173638","male"
"14012","GSM2173639","male"
"14013","GSM2173640","male"
"14014","GSM2173641","male"
"14015","GSM2173642","male"
"14016","GSM2173643","male"
"14017","GSM2173644","male"
"14018","GSM2173645","male"
"14019","GSM2173646","male"
"14020","GSM2173647","male"
"14021","GSM2173648","male"
"14022","GSM2173649","male"
"14023","GSM2173650","male"
"14024","GSM2173651","male"
"14025","GSM2173652","male"
"14026","GSM2173653","male"
"14027","GSM2173654","male"
"14028","GSM2173655","male"
"14029","GSM2173656","male"
"14030","GSM2173657","male"
"14031","GSM2173658","male"
"14032","GSM2173659","male"
"14033","GSM2173660","male"
"14034","GSM2173661","male"
"14035","GSM2173662","male"
"14036","GSM2173663","male"
"14037","GSM2173664","male"
"14038","GSM2173665","male"
"14039","GSM2173666","male"
"14040","GSM2173667","male"
"14041","GSM2173668","male"
"14042","GSM2173669","male"
"14043","GSM2173670","male"
"14044","GSM2173671","male"
"14045","GSM2173672","male"
"14046","GSM2173673","male"
"14047","GSM2173674","male"
"14048","GSM2173675","male"
"14049","GSM2173676","male"
"14050","GSM2173677","male"
"14051","GSM2173678","male"
"14052","GSM2173679","male"
"14053","GSM2173680","male"
"14054","GSM2173681","male"
"14055","GSM2173682","male"
"14056","GSM2173683","male"
"14057","GSM2173684","male"
"14058","GSM2173685","male"
"14059","GSM2173686","male"
"14060","GSM2173687","male"
"14061","GSM2173688","male"
"14062","GSM2173689","male"
"14063","GSM2173690","male"
"14064","GSM2173691","male"
"14065","GSM2173692","male"
"14066","GSM2173693","male"
"14067","GSM2173694","male"
"14068","GSM2173695","male"
"14069","GSM2173696","male"
"14070","GSM2173697","male"
"14071","GSM2173698","male"
"14072","GSM2173699","male"
"14073","GSM2173700","male"
"14074","GSM2173701","male"
"14075","GSM2173702","male"
"14076","GSM2173703","male"
"14077","GSM2173704","male"
"14078","GSM2173705","male"
"14079","GSM2173706","male"
"14080","GSM2173707","male"
"14081","GSM2173708","male"
"14082","GSM2173709","male"
"14083","GSM2173710","male"
"14084","GSM2173711","male"
"14085","GSM2173712","male"
"14086","GSM2173713","male"
"14087","GSM2173714","male"
"14088","GSM2173715","male"
"14089","GSM2173716","male"
"14090","GSM2173717","male"
"14091","GSM2173718","male"
"14092","GSM2173719","male"
"14093","GSM2173720","male"
"14094","GSM2173721","male"
"14095","GSM2173722","male"
"14096","GSM2173723","male"
"14097","GSM2173724","male"
"14098","GSM2173725","male"
"14099","GSM2173726","male"
"14100","GSM2173727","male"
"14101","GSM2173728","male"
"14102","GSM2173729","male"
"14103","GSM2173730","male"
"14104","GSM2173731","male"
"14105","GSM2173732","male"
"14106","GSM2173733","male"
"14107","GSM2173734","male"
"14108","GSM2173735","male"
"14109","GSM2173736","male"
"14110","GSM2173737","male"
"14111","GSM2173738","male"
"14112","GSM2173739","male"
"14113","GSM2173740","male"
"14114","GSM2173741","male"
"14115","GSM2173742","male"
"14116","GSM2173743","male"
"14117","GSM2173744","male"
"14118","GSM2173745","male"
"14119","GSM2173746","male"
"14120","GSM2173747","male"
"14121","GSM2173748","male"
"14122","GSM2173749","male"
"14123","GSM2173750","male"
"14124","GSM2173751","male"
"14125","GSM2173752","male"
"14126","GSM2173753","male"
"14127","GSM2173754","male"
"14128","GSM2173755","male"
"14129","GSM2173756","male"
"14130","GSM2173757","male"
"14131","GSM2173758","male"
"14132","GSM2173759","male"
"14133","GSM2173760","male"
"14134","GSM2173761","male"
"14135","GSM2173762","male"
"14136","GSM2173763","male"
"14137","GSM2173764","male"
"14138","GSM2173765","male"
"14139","GSM2173766","male"
"14140","GSM2173767","male"
"14141","GSM2173768","male"
"14142","GSM2173769","male"
"14143","GSM2173770","male"
"14144","GSM2173771","male"
"14145","GSM2173772","male"
"14146","GSM2173773","male"
"14147","GSM2173774","male"
"14148","GSM2173775","male"
"14149","GSM2173776","male"
"14150","GSM2173777","male"
"14151","GSM2173778","male"
"14152","GSM2173779","male"
"14153","GSM2173780","male"
"14154","GSM2173781","male"
"14155","GSM2173782","male"
"14156","GSM2173783","male"
"14157","GSM2173784","male"
"14158","GSM2173785","male"
"14159","GSM2173786","male"
"14160","GSM2173787","male"
"14161","GSM2173788","male"
"14162","GSM2173789","male"
"14163","GSM2173790","male"
"14164","GSM2173791","male"
"14165","GSM2173792","male"
"14166","GSM2173793","male"
"14167","GSM2173794","male"
"14168","GSM2173795","male"
"14169","GSM2173796","male"
"14170","GSM2173797","male"
"14171","GSM2173798","male"
"14172","GSM2173799","male"
"14173","GSM2173800","male"
"14174","GSM2173801","male"
"14175","GSM2173802","male"
"14176","GSM2173803","male"
"14177","GSM2173804","male"
"14178","GSM2173805","male"
"14179","GSM2173806","male"
"14180","GSM2173807","male"
"14181","GSM2173808","male"
"14182","GSM2173809","male"
"14183","GSM2173810","male"
"14184","GSM2173811","male"
"14185","GSM2173812","male"
"14186","GSM2173813","male"
"14187","GSM2173814","male"
"14188","GSM2173815","male"
"14189","GSM2173816","male"
"14190","GSM2173817","male"
"14191","GSM2173818","male"
"14192","GSM2173819","male"
"14193","GSM2173820","male"
"14194","GSM2173821","male"
"14195","GSM2173822","male"
"14196","GSM2173823","male"
"14197","GSM2173824","male"
"14198","GSM2173825","male"
"14199","GSM2173826","male"
"14200","GSM2173827","male"
"14201","GSM2173828","male"
"14202","GSM2173829","male"
"14203","GSM2173830","male"
"14204","GSM2173831","male"
"14205","GSM2173832","male"
"14206","GSM2173833","male"
"14207","GSM2173834","male"
"14208","GSM2173835","male"
"14209","GSM2173836","male"
"14210","GSM2173837","male"
"14211","GSM2173838","male"
"14212","GSM2173839","male"
"14213","GSM2173840","male"
"14214","GSM2173841","male"
"14215","GSM2173842","male"
"14216","GSM2173843","male"
"14217","GSM2173844","male"
"14218","GSM2173845","male"
"14219","GSM2173846","male"
"14220","GSM2173847","male"
"14221","GSM2173848","male"
"14222","GSM2173849","male"
"14223","GSM2173850","male"
"14224","GSM2173851","male"
"14225","GSM2173852","male"
"14226","GSM2173853","male"
"14227","GSM2173854","male"
"14228","GSM2173855","male"
"14229","GSM2173856","male"
"14230","GSM2173857","male"
"14231","GSM2173858","male"
"14232","GSM2173859","male"
"14233","GSM2173860","male"
"14234","GSM2173861","male"
"14235","GSM2173862","male"
"14236","GSM2173863","male"
"14237","GSM2173864","male"
"14238","GSM2173865","male"
"14239","GSM2173866","male"
"14240","GSM2173867","male"
"14241","GSM2173868","male"
"14242","GSM2173869","male"
"14243","GSM2173870","male"
"14244","GSM2173871","male"
"14245","GSM2173872","male"
"14246","GSM2173873","male"
"14247","GSM2173874","male"
"14248","GSM2173875","male"
"14249","GSM2173876","male"
"14250","GSM2173877","male"
"14251","GSM2173878","male"
"14252","GSM2173879","male"
"14253","GSM2173880","male"
"14254","GSM2173881","male"
"14255","GSM2173882","male"
"14256","GSM2173883","male"
"14257","GSM2173884","male"
"14258","GSM2173885","male"
"14259","GSM2173886","male"
"14260","GSM2173887","male"
"14261","GSM2173888","male"
"14262","GSM2173889","male"
"14263","GSM2173890","male"
"14264","GSM2173891","male"
"14265","GSM2173892","male"
"14266","GSM2173893","male"
"14267","GSM2173894","male"
"14268","GSM2173895","male"
"14269","GSM2173896","male"
"14270","GSM2173897","male"
"14271","GSM2173898","male"
"14272","GSM2173899","male"
"14273","GSM2173900","male"
"14274","GSM2173901","male"
"14275","GSM2173902","male"
"14276","GSM2173903","male"
"14277","GSM2173904","male"
"14278","GSM2173905","male"
"14279","GSM2173906","male"
"14280","GSM2173907","male"
"14281","GSM2173908","male"
"14282","GSM2173909","male"
"14283","GSM2173910","male"
"14284","GSM2173911","male"
"14285","GSM2173912","male"
"14286","GSM2173913","male"
"14287","GSM2173914","male"
"14288","GSM2173915","male"
"14289","GSM2173916","male"
"14290","GSM2173917","male"
"14291","GSM2173918","male"
"14292","GSM2173919","male"
"14293","GSM2173920","male"
"14294","GSM2173921","male"
"14295","GSM2173922","male"
"14296","GSM2173923","male"
"14297","GSM2173924","male"
"14298","GSM2173925","male"
"14299","GSM2173926","male"
"14300","GSM2173927","male"
"14301","GSM2173928","male"
"14302","GSM2173929","male"
"14303","GSM2173930","male"
"14304","GSM2173931","male"
"14305","GSM2173932","male"
"14306","GSM2173933","male"
"14307","GSM2173934","male"
"14308","GSM2173935","male"
"14309","GSM2173936","male"
"14310","GSM2173937","male"
"14311","GSM2173938","male"
"14312","GSM2173939","male"
"14313","GSM2173940","male"
"14314","GSM2173941","male"
"14315","GSM2173942","male"
"14316","GSM2173943","male"
"14317","GSM2173944","male"
"14318","GSM2173945","male"
"14319","GSM2173946","male"
"14320","GSM2173947","male"
"14321","GSM2173948","male"
"14322","GSM2173949","male"
"14323","GSM2173950","male"
"14324","GSM2173951","male"
"14325","GSM2173952","male"
"14326","GSM2173953","male"
"14327","GSM2173954","male"
"14328","GSM2173955","male"
"14329","GSM2173956","male"
"14330","GSM2173957","male"
"14331","GSM2173958","male"
"14332","GSM2173959","male"
"14333","GSM2173960","male"
"14334","GSM2173961","male"
"14335","GSM2173962","male"
"14336","GSM2173963","male"
"14337","GSM2173964","male"
"14338","GSM2173965","male"
"14339","GSM2173966","male"
"14340","GSM2173967","male"
"14341","GSM2173968","male"
"14342","GSM2173969","male"
"14343","GSM2173970","male"
"14344","GSM2173971","male"
"14345","GSM2173972","male"
"14346","GSM2173973","male"
"14347","GSM2173974","male"
"14348","GSM2173975","male"
"14349","GSM2173976","male"
"14350","GSM2173977","male"
"14351","GSM2173978","male"
"14352","GSM2173979","male"
"14353","GSM2173980","male"
"14354","GSM2173981","male"
"14355","GSM2173982","male"
"14356","GSM2173983","male"
"14357","GSM2173984","male"
"14358","GSM2173985","male"
"14359","GSM2173986","male"
