sample_id,gender,type,tissue_old,age,tissue,ACE2,ESR1,ACE1,ESR2,AR,PGR,TMPRSS2
GTEX.PLZ6.1326.SM.3NB24,male,normal,Adipose Tissue,20-59,NA,2.745867084,1.822113258,1.810652465,1.312310596,2.269787961,0.862309035,-2.89E-08
GTEX.1192X.0226.SM.5H12D,male,normal,Skin,20-59,skin,0.543740624,1.124607889,2.542572491,0.858105618,1.684350535,0.711163216,2.16422562
GTEX.1192X.0326.SM.5H11U,male,normal,Nerve,20-59,NA,1.266827807,1.26076685,2.2778356,0.92279067,1.603010138,0.828683879,0.18433553
GTEX.1192X.0426.SM.5GIEE,male,normal,Muscle,20-59,NA,0.293753155,0.885502811,1.926694114,1.103651759,1.894141835,0.272556408,0.082565275
GTEX.1192X.0726.SM.5987R,male,normal,Heart,20-59,heart,1.867730216,0.674169799,1.406517988,0.14769989,1.028020805,1.107312387,0.379959918
GTEX.1192X.1026.SM.5H12P,male,normal,Liver,20-59,liver,1.677973725,1.051248159,2.075760566,0.760719274,1.894908448,1.186303574,3.120395165
GTEX.1192X.1126.SM.5EGGU,male,normal,Thyroid,20-59,NA,1.079334696,1.738336909,2.927320146,0.77576114,1.651231025,0.58620599,3.157078087
GTEX.1192X.1526.SM.5H11I,male,normal,Adipose Tissue,20-59,NA,1.599206467,1.032028056,2.80543339,1.062463991,1.159372346,0.794480147,0.240855227
GTEX.1192X.1826.SM.5GIE2,male,normal,Esophagus,20-59,NA,0.772590829,0.904590019,2.359153337,0.690659587,1.260737061,1.500243349,0.240854546
GTEX.1192X.2326.SM.5987X,male,normal,Breast,20-59,NA,1.404117297,2.451477936,2.297331871,0.783969351,1.833113542,2.617359923,2.482124149
GTEX.1192X.2526.SM.59868,male,normal,Small Intestine,20-59,small intestine,0.584039091,1.05974585,2.938445766,0.963578786,1.281749251,1.165842055,0.842013017
GTEX.1192X.2726.SM.5N9DN,male,normal,Skin,20-59,skin,0.367749328,0.775041202,1.709760876,0.765110876,1.632067305,0.416155067,2.320349795
GTEX.1192X.2926.SM.5N9BA,male,normal,Salivary Gland,20-59,NA,0.944465181,0.380643573,1.924317061,0.591118728,1.029645711,0.271097948,2.222831758
GTEX.1192X.3026.SM.5N9BM,male,normal,Pituitary,20-59,NA,0.425069034,2.00887112,2.278271826,0.727236204,1.351076247,0.529790318,1.37627185
GTEX.1192X.3126.SM.5N9BY,male,normal,Brain,20-59,brain,0.299407671,0.752549054,2.355983388,0.540158453,0.60238717,0.878677427,-3.20E-08
GTEX.1192X.3226.SM.5987D,male,normal,Brain,20-59,brain,0.123638255,1.315110775,1.91779795,0.944876756,0.180067772,0.441686057,0.233373377
GTEX.11DXW.0226.SM.5H122,male,normal,Skin,20-59,skin,0.523704311,1.2325111,2.515699713,0.737833058,1.505301305,0.415576827,1.284109589
GTEX.11DXW.0326.SM.5H11W,male,normal,Adipose Tissue,20-59,NA,0.512324975,1.908996603,2.864199935,0.968467963,1.872995817,1.616769625,0.39642066
GTEX.11DXW.0426.SM.5H12E,male,normal,Nerve,20-59,NA,0.216806499,2.20625887,2.581155515,0.95378913,2.010301084,1.427481235,0.412303193
GTEX.11DXW.0626.SM.5N9ER,male,normal,Breast,20-59,NA,0.456402859,3.046847424,2.82009792,0.526573381,2.297017537,2.058185109,2.073313417
GTEX.11DXW.0726.SM.5H12J,male,normal,Muscle,20-59,NA,0.048059329,1.241368673,1.909401726,0.597737038,1.900128357,0.29176821,0.115642321
GTEX.11DXW.0826.SM.5H118,male,normal,Skin,20-59,skin,0.265109782,1.203911457,2.463894978,0.974786523,1.60251655,0.653812318,2.528508554
GTEX.11DXW.1026.SM.5H11K,male,normal,Brain,20-59,brain,0.246707566,1.40956061,2.01540578,1.103224752,0.534071855,0.381234043,0.117534999
GTEX.11DXW.1126.SM.5H12Q,male,normal,Brain,20-59,brain,0.383916683,0.633916859,2.180009224,0.118375921,0.532381123,0.161679314,0.140296109
GTEX.11DXW.1226.SM.5H133,male,normal,Pituitary,20-59,NA,0.463634454,2.333570627,2.64881715,1.184529245,1.762679886,0.958217703,1.573387106
GTEX.PWCY.1926.SM.3NB25,female,normal,Adipose Tissue,20-59,NA,2.238687959,2.015574293,1.809096001,1.426593324,2.479450879,0.79568756,0.079239357
GTEX.11DXX.0126.SM.5EGH7,female,normal,Adrenal Gland,60-100,NA,0.310931675,1.0043631,2.525267023,1.930946467,0.860952219,0.973181597,0.480096861
GTEX.11DXX.0226.SM.5P9HL,female,normal,Thyroid,60-100,NA,2.30536328,1.600233042,2.016398566,0.986543419,1.708778728,0.570701843,2.342002829
GTEX.11DXX.0326.SM.5PNWC,female,normal,Heart,60-100,heart,2.094359175,0.38791528,1.234938926,0.278403759,1.323087814,1.021131235,0.020441416
GTEX.Q2AH.1726.SM.3NB2B,male,normal,Adipose Tissue,20-59,NA,1.46919103,1.220623929,2.234832462,0.917387333,2.102055661,0.951957288,0.352718718
GTEX.11DXX.0526.SM.5PNVR,female,normal,Heart,60-100,heart,1.924294767,0.640703679,1.404933242,0.29080405,1.583440028,1.076718122,0.04235881
GTEX.11DXX.0726.SM.5H12X,female,normal,Spleen,60-100,NA,0.115908326,1.473863443,1.638492471,1.410394758,1.045511268,1.005672466,0.376585566
GTEX.R55D.0326.SM.48FES,male,normal,Adipose Tissue,20-59,NA,2.530850402,1.497957711,2.630831654,1.01072471,2.188776092,1.181791305,0.161048569
GTEX.11DXX.0926.SM.5H112,female,normal,Pancreas,60-100,pancreas,0.71283396,0.258927553,1.005574549,0.201777025,0.337299258,0.123826461,2.631888872
GTEX.11DXX.1026.SM.5H11E,female,normal,Esophagus,60-100,NA,1.24987073,0.536922325,1.77880802,0.466920108,1.256421268,1.67257609,0.285384469
GTEX.11DXX.1126.SM.5GZZK,female,normal,Esophagus,60-100,NA,2.142203174,0.572183284,1.651007277,0.764851918,0.964138516,0.384041071,2.899088761
GTEX.11DXX.1226.SM.5GICD,female,normal,Esophagus,60-100,NA,0.91546444,0.944818155,2.349294325,0.452782168,1.633895211,1.076095114,0.58415327
GTEX.11DXX.1326.SM.5GIDZ,female,normal,Stomach,60-100,NA,1.308202893,0.596723144,1.729517474,0.669900828,0.699134806,0.352375365,3.200731804
GTEX.11DXX.1426.SM.5GIDU,female,normal,Ovary,60-100,NA,0.403871876,2.468003515,1.368914841,2.231999892,2.426937348,2.374658654,0.385642358
GTEX.11DXX.1526.SM.5H115,female,normal,Uterus,60-100,NA,1.383517362,3.18206161,1.973267216,0.651763845,2.832103962,2.889962354,0.264919266
GTEX.11DXX.1626.SM.5H11H,female,normal,Small Intestine,60-100,small intestine,3.139131083,0.583667706,3.47323424,1.184087063,0.782915524,0.349974003,3.243243722
GTEX.11DXX.1726.SM.5H11T,female,normal,Vagina,60-100,NA,1.518891496,2.876876337,2.226630793,0.838896678,2.517199424,2.037992266,2.366860234
GTEX.11DXX.1826.SM.5H126,female,normal,Colon,60-100,colon,2.275855966,0.180434671,2.143168355,0.683537832,0.358244779,0.232909529,3.237685222
GTEX.11DXX.1926.SM.5EGJK,female,normal,Colon,60-100,colon,0.406749184,0.835932982,2.231424392,0.444495835,1.884203473,1.71930366,0.304618864
GTEX.S95S.1326.SM.2XCDK,male,normal,Adipose Tissue,60-100,NA,2.246582959,1.412284406,2.063514926,0.7278967,2.397103984,1.222949794,0.102186909
GTEX.11DXX.2126.SM.5PNYR,female,normal,Skin,60-100,skin,0.763081005,1.141443901,1.072767059,0.462021766,1.937562042,0.092675325,1.415518614
GTEX.SSA3.0226.SM.32QPN,male,normal,Adipose Tissue,60-100,NA,0.23104015,1.929410565,3.09506323,1.134749288,2.284566066,1.412002,0.028644285
GTEX.11DXX.2426.SM.5GZZW,female,normal,Skin,60-100,skin,1.048420108,1.39795933,2.068918003,0.738964865,1.878013899,0.457042346,2.344190486
GTEX.11DXX.2526.SM.5H119,female,normal,Nerve,60-100,NA,0.540910795,0.540910795,1.477138941,0.397458199,1.074246661,0.397458199,0.239733047
GTEX.T6MO.1726.SM.33HB8,female,normal,Adipose Tissue,20-59,NA,2.206113809,1.548742202,2.096273932,1.589294736,2.121909367,0.940346893,1.242137504
GTEX.11DXX.2726.SM.5PNXO,female,normal,Muscle,60-100,NA,1.052216571,0.534079414,1.285863694,0.502844829,2.098793164,0.502844829,0.02756262
GTEX.UJHI.1626.SM.3DB9A,female,normal,Adipose Tissue,20-59,NA,0.805344198,1.926645051,2.956403219,0.956614427,2.265135124,1.050569232,-3.10E-08
GTEX.11DXY.0126.SM.5H11Q,male,normal,Skin,60-100,skin,0.436012864,1.199614317,1.933542379,0.436012864,1.394335239,0.45064686,2.411803604
GTEX.11DXY.0226.SM.5H123,male,normal,Testis,60-100,testis,3.108842736,1.524939516,2.388106125,1.840980367,2.246766443,1.030361574,1.007432599
GTEX.11DXY.0326.SM.5H12F,male,normal,Adipose Tissue,60-100,NA,1.303972194,1.922943515,2.679641861,0.870784516,1.791145619,1.080275646,0.025773235
GTEX.11DXY.0426.SM.5H12R,male,normal,Thyroid,60-100,NA,1.584262821,2.142246382,3.191765716,0.689774379,1.814672174,1.22847974,2.071885359
GTEX.11DXY.0526.SM.5EGGQ,male,normal,Liver,60-100,liver,0.595528602,1.932980687,0.481965544,0.184176705,2.153918719,0.078659565,1.936715172
GTEX.11DXY.0826.SM.5EGGR,male,normal,Heart,60-100,heart,0.832488391,0.272520699,1.667011838,0.07178141,0.495611213,0.312255817,0.161563139
GTEX.11DXY.1026.SM.5987V,male,normal,Heart,60-100,heart,1.690058,0.72974701,1.834261484,0.195684973,1.09163318,0.72974701,0.126286072
GTEX.UTHO.0426.SM.5SI7N,male,normal,Adipose Tissue,60-100,NA,1.492148647,1.823850346,2.058043868,0.663761354,1.982949559,1.766089953,-3.14E-08
GTEX.11DXY.1326.SM.5987Z,male,normal,Esophagus,60-100,NA,0.497917896,1.71134201,2.549908227,0.378466864,1.684211316,1.306466498,0.311508694
GTEX.11DXY.1426.SM.5N9CN,male,normal,Esophagus,60-100,NA,1.389490349,1.082783534,2.160843689,0.542742435,1.010159462,0.294107743,2.742073399
GTEX.11DXY.1526.SM.5H129,male,normal,Esophagus,60-100,NA,0.82314897,1.591009417,2.66026957,0.465308821,1.090037155,1.672183662,0.22906116
GTEX.11DXY.1626.SM.5H12L,male,normal,Adrenal Gland,60-100,NA,0.802985187,1.662027146,1.84307733,1.509929856,1.145934447,1.150727727,0.146926429
GTEX.11DXY.2026.SM.5N9CZ,male,normal,Colon,60-100,colon,0.198114903,0.875413673,2.174094203,0.273520207,1.289724396,0.88361167,0.157781172
GTEX.11DXY.2626.SM.5GIE7,male,normal,Skin,60-100,skin,0.428850488,1.517681234,2.244044871,0.520106104,1.440491127,0.7859052,2.566242133
GTEX.11DXY.2726.SM.5GID2,male,normal,Muscle,60-100,NA,0.159825412,1.486036813,1.946570888,0.695385817,1.650399904,0.684509029,0.180477473
GTEX.11DXY.3026.SM.5N9CB,male,normal,Pituitary,60-100,NA,0.293228314,2.344948463,2.714521837,0.926757214,1.668705055,0.497245235,1.609011763
GTEX.11DXY.3226.SM.5GIDE,male,normal,Brain,60-100,brain,0.104884823,0.545524202,2.03364929,0.242745996,0.6571594,0.398602678,0.304479553
GTEX.VUSG.1426.SM.3GIJN,male,normal,Adipose Tissue,20-59,NA,1.710155808,1.698140616,2.06610012,0.863306391,1.613359586,0.65225423,0.083036174
GTEX.11DXZ.0126.SM.5EGGY,male,normal,Liver,20-59,liver,1.2291001,2.088818227,1.099405602,0.088547596,2.362686476,0.088547596,1.947227444
GTEX.11DXZ.0226.SM.5EGGZ,male,normal,Adrenal Gland,20-59,NA,0.619273084,1.038153848,1.726438143,2.042976601,0.818912497,0.989594303,0.429414928
GTEX.11DXZ.0326.SM.5EGH1,male,normal,Heart,20-59,heart,1.582924528,0.996126844,1.657129809,0.259017047,1.532597431,1.186485718,0.209926808
GTEX.WI4N.1126.SM.3LK7Q,female,normal,Adipose Tissue,20-59,NA,1.680674397,1.365579846,1.926443954,0.611601605,1.651433706,1.241832132,0.054802182
GTEX.WOFM.0726.SM.3MJF8,male,normal,Adipose Tissue,20-59,NA,2.664485874,1.285808799,2.188200346,0.585008688,1.943336096,1.263065973,0.22555559
GTEX.11ILO.0726.SM.5HL5I,female,normal,Lung,20-59,lung,0.352198205,0.999630827,3.049373532,0.841804977,1.482553619,0.601430562,2.026838283
GTEX.11DXZ.1426.SM.5H12A,male,normal,Adipose Tissue,20-59,NA,1.467247871,1.379698899,2.587219842,0.499811162,1.650612965,1.118256127,0.146361843
GTEX.11DXZ.1626.SM.5GIDI,male,normal,Colon,20-59,colon,0.40989366,0.785685692,1.867977758,0.227838452,1.338478568,1.765558686,0.333564926
GTEX.11DXZ.1726.SM.5H12M,male,normal,Colon,20-59,colon,1.966369916,0.535160036,2.503710758,0.806869626,0.258327748,0.319274388,2.981872246
GTEX.11DXZ.1826.SM.5H12Y,male,normal,Prostate,20-59,prostate,0.46127671,2.327852468,2.242245856,1.012907092,2.14549685,1.753728731,0.815166421
GTEX.11DXZ.1926.SM.5GZZL,male,normal,Breast,20-59,NA,0.845108842,1.992623106,2.570220414,1.460195879,2.172656589,0.960071247,0.232071911
GTEX.11DXZ.2026.SM.5987S,male,normal,Skin,20-59,skin,0.423065897,0.894644707,1.676313721,0.827000391,1.635298276,0.184622995,1.502185201
GTEX.11DXZ.2126.SM.59881,male,normal,Testis,20-59,testis,2.873166916,1.749570409,3.395575232,2.071030487,1.929935377,1.867965202,1.81984228
GTEX.11DXZ.2226.SM.5EGH2,male,normal,Adipose Tissue,20-59,NA,0.809129488,1.335623444,2.441557689,1.006344535,1.802120886,0.971192188,2.173836814
GTEX.11DXZ.2326.SM.5EGGV,male,normal,Skin,20-59,skin,0.489488167,0.644814632,1.626639118,0.534907115,1.632352925,0.317370504,0.785313974
GTEX.11DXZ.2426.SM.5N9DT,male,normal,Muscle,20-59,NA,0.227323073,0.889653702,1.408699381,0.77741483,1.75137638,0.374488665,0.02547759
GTEX.11DXZ.2526.SM.5N9BG,male,normal,Nerve,20-59,NA,0.419489313,1.727026607,2.123628145,0.810375621,2.05481917,1.499382053,-3.38E-08
GTEX.WRHK.0826.SM.3MJFG,female,normal,Adipose Tissue,20-59,NA,2.498764803,1.528828564,2.563995144,0.810513321,2.003327554,0.839147081,0.121460868
GTEX.WXYG.0926.SM.3NB2O,female,normal,Adipose Tissue,20-59,NA,2.387344492,1.539843687,2.16548866,0.837109848,2.287109827,1.117098012,0.122826534
GTEX.11DYG.0126.SM.59883,male,normal,Skin,60-100,skin,0.395112263,0.626222196,1.971661594,0.547149347,1.582921319,0.325530663,0.489702017
GTEX.11DYG.0426.SM.5987J,male,normal,Nerve,60-100,NA,0.374636333,1.59406654,2.472577998,0.6075985,1.791227279,1.532304078,0.087749231
GTEX.X261.0226.SM.3NMD2,male,normal,Adipose Tissue,20-59,NA,1.977192531,1.107665029,2.398899147,0.605742835,1.785483759,1.163822292,0.051344257
GTEX.X4LF.1726.SM.3NMBZ,male,normal,Adipose Tissue,20-59,NA,1.064887024,1.647407482,2.525369768,0.838482728,2.248351209,1.086897047,0.053628447
GTEX.XOTO.0226.SM.4B66H,male,normal,Adipose Tissue,20-59,NA,0.489784453,1.758526401,2.79039532,1.170295447,2.15881977,1.549279231,0.209710505
GTEX.11DYG.1326.SM.5N9DO,male,normal,Esophagus,60-100,NA,0.882971415,1.375033584,2.457186544,1.005953877,1.177459996,0.75607727,2.621618515
GTEX.11DYG.1426.SM.5A5JR,male,normal,Esophagus,60-100,NA,0.656935213,1.45991319,2.362862357,0.35598217,1.134377867,1.853479266,0.169225815
GTEX.11DYG.1526.SM.5A5JS,male,normal,Skin,60-100,skin,0.557822219,1.038228222,2.266456942,0.557822219,1.696008399,0.395637542,1.896287962
GTEX.11DYG.1926.SM.5H12I,male,normal,Esophagus,60-100,NA,1.073535838,1.568516226,2.614227545,0.531095442,1.281913488,1.860226716,1.352871012
GTEX.11DYG.2026.SM.5EGGX,male,normal,Adipose Tissue,60-100,NA,1.617773564,1.781430683,2.728232658,0.563803187,1.682652815,1.043833098,0.383083036
GTEX.11DYG.2526.SM.5N9BB,male,normal,Prostate,60-100,prostate,0.665603236,1.908001108,2.55331455,0.374946855,2.312519246,1.534598166,3.461385243
GTEX.11DYG.3126.SM.5A5L6,male,normal,Pituitary,60-100,NA,0.25132819,2.023299042,2.801838356,1.022118652,1.409408654,1.647280116,1.487745267
GTEX.11DZ1.0126.SM.5985Q,male,normal,Skin,20-59,skin,0.388632564,0.752502834,1.735533331,1.098112076,1.401977773,0.538606358,2.240118287
GTEX.11DZ1.0226.SM.5A5KF,male,normal,Adipose Tissue,20-59,NA,0.921507694,1.08798499,2.171608541,0.715193747,1.831740873,0.971054706,0.252142425
GTEX.11LCK.0426.SM.5A5M8,male,normal,Lung,20-59,lung,1.264981137,1.314226167,2.992277103,0.96630673,1.475931961,0.599077467,3.279273483
GTEX.11DZ1.0926.SM.5EQ5R,male,normal,Muscle,20-59,NA,0.958258911,0.550737993,0.877644575,2.144209523,1.541872631,0.719830478,0.052816796
GTEX.11DZ1.2026.SM.5A5KG,male,normal,Esophagus,20-59,NA,1.067193805,0.661935518,1.834620503,1.33553428,0.86005201,0.328333021,1.473689578
GTEX.11DZ1.2426.SM.5GZZX,male,normal,Skin,20-59,skin,0.196223517,0.826470303,1.596270836,0.843658957,1.306284192,0.579941981,1.807775114
GTEX.11DZ1.2726.SM.5A5KH,male,normal,Thyroid,20-59,NA,1.538518164,1.518674974,2.046769112,0.818625701,1.572624113,0.567918142,3.171717078
GTEX.11DZ1.2926.SM.5A5KI,male,normal,Brain,20-59,brain,0.06235821,1.490003113,2.074409575,1.11802655,0.453343245,0.278100497,0.278100497
GTEX.11EI6.0126.SM.5985R,male,normal,Skin,60-100,skin,0.556667036,1.133520431,2.205995317,0.805545657,1.60286125,0.652993285,1.358247827
GTEX.11EI6.0226.SM.5EQ64,male,normal,Adipose Tissue,60-100,NA,1.424889501,1.762171509,2.717784745,0.999783857,2.091790481,1.713860323,0.421962195
GTEX.11EI6.0326.SM.5EQ6G,male,normal,Muscle,60-100,NA,0.118925554,0.825244452,1.570313896,1.452166071,1.933722909,0.492646745,0.049456735
GTEX.11EI6.0426.SM.5EQ43,male,normal,Nerve,60-100,NA,0.229352017,1.761884037,2.179670043,0.885374316,1.699763044,1.129616897,0.06258329
GTEX.XQ8I.0526.SM.4BOPS,male,normal,Adipose Tissue,20-59,NA,1.141120102,1.252605084,2.791302888,0.728490021,2.335117455,1.169052768,0.055893672
GTEX.11EI6.0626.SM.5985T,male,normal,Breast,60-100,NA,1.084747953,2.953509963,2.710604909,0.821980007,2.389946218,2.334013524,2.536189965
GTEX.11EI6.0726.SM.59866,male,normal,Thyroid,60-100,NA,2.75270551,1.714490501,3.051484875,0.412514573,1.932376343,1.067712371,2.469261224
GTEX.11NSD.0326.SM.5A5LS,male,normal,Lung,20-59,lung,0.880166034,1.277393002,3.190252564,0.84771534,1.240111206,1.032820941,3.179734461
GTEX.11EI6.2226.SM.5EGJM,male,normal,Testis,60-100,testis,2.853632689,1.621900916,3.304411025,2.1302858,1.872029254,1.792263937,1.756814804
GTEX.11EI6.2426.SM.5PNVS,male,normal,Stomach,60-100,NA,0.474802842,1.157563173,2.354970289,0.224472246,1.487862443,0.866128596,1.902578871
GTEX.11EI6.2626.SM.5PNVT,male,normal,Colon,60-100,colon,0.269532138,1.047902639,2.626408918,0.107290658,1.712464773,1.507209805,-3.09E-08
GTEX.11EI6.2826.SM.5H11D,male,normal,Skin,60-100,skin,0.467756177,1.528156622,2.394830595,1.055026991,1.89247026,0.999362182,2.563123778
GTEX.11EI6.2926.SM.5985U,male,normal,Brain,60-100,brain,0.093700043,0.825177031,1.67208925,0.760186138,0.273926887,0.326449307,0.309307466
GTEX.11EI6.3026.SM.5GZZO,male,normal,Brain,60-100,brain,0.170665393,0.390695764,1.981047795,0.170665393,0.434015362,0.226849989,0.189808244
GTEX.11EI6.3126.SM.5H111,male,normal,Pituitary,60-100,NA,0.401987925,2.166312306,2.421130166,0.846082428,1.888691294,1.171511148,1.306394563
GTEX.XUYS.0226.SM.47JX1,male,normal,Adipose Tissue,20-59,NA,0.611004729,1.97202534,2.737712139,1.637793966,2.246184151,1.150004208,0.027011186
GTEX.11EM3.0126.SM.5985K,female,normal,Thyroid,20-59,NA,2.701445058,1.464217723,2.179579914,0.65732919,1.867208241,0.643765613,2.551480863
GTEX.XUZC.1126.SM.4BOPZ,female,normal,Adipose Tissue,20-59,NA,2.08559228,0.932011034,2.727769459,0.828546917,2.039894874,0.523101143,0.336584964
GTEX.11EM3.0426.SM.5N9BZ,female,normal,Heart,20-59,heart,1.910240188,0.626162469,1.385270336,0.250245226,1.52982109,1.109191799,-2.44E-08
GTEX.Y8LW.0926.SM.4VBQ8,female,normal,Adipose Tissue,20-59,NA,2.245201697,1.187679476,2.105339428,1.177322487,2.038650137,0.40731211,0.048080138
GTEX.11EM3.0626.SM.5H12Z,female,normal,Heart,20-59,heart,2.110505295,0.489031963,1.61163111,0.322560979,1.134376892,1.014468992,0.156034331
GTEX.11EM3.0926.SM.5A5KK,female,normal,Esophagus,20-59,NA,0.207771205,0.850092621,1.350506437,0.317281419,1.845919329,0.708073374,0.296427031
GTEX.11EM3.1026.SM.5A5KL,female,normal,Stomach,20-59,NA,0.140396115,0.365074683,1.30576228,0.652282829,0.812669686,0.457223446,3.125421217
GTEX.11EM3.1126.SM.5A5KM,female,normal,Adipose Tissue,20-59,NA,2.361268039,1.105126581,1.726561326,1.128978411,1.602368934,0.793333046,0.333240677
GTEX.11EM3.1226.SM.5N9DD,female,normal,Skin,20-59,skin,0.433058567,1.281735705,1.917892432,1.056272835,1.894118031,0.553539551,2.494999676
GTEX.11EM3.1326.SM.5N9C6,female,normal,Breast,20-59,NA,1.553991468,1.915730318,2.433933903,1.078311712,1.741756141,1.333772646,3.009133327
GTEX.11EM3.1826.SM.5A5KO,female,normal,Vagina,20-59,NA,0.117343595,2.703315338,2.267926796,1.21249112,2.690394678,2.94711478,0.632399514
GTEX.11EM3.1926.SM.5987U,female,normal,Uterus,20-59,NA,0.695480038,2.862516062,1.698715169,1.166121454,2.396329458,2.807412457,0.310183208
GTEX.11EM3.2126.SM.5H11M,female,normal,Muscle,20-59,NA,0.255738599,0.407313096,0.678159005,0.198467105,1.44954074,0.198467105,0.21798178
GTEX.Y8LW.1926.SM.4WWFZ,female,normal,Adipose Tissue,20-59,NA,1.253914763,1.222268617,2.388540978,0.549443915,2.131530329,0.891822378,0.189152175
GTEX.11EM3.2426.SM.59861,female,normal,Skin,20-59,skin,0.703007368,0.920565806,1.348112177,0.953954676,1.64938388,0.508269521,2.185316467
GTEX.YEC4.2426.SM.57WFO,male,normal,Adipose Tissue,20-59,NA,1.283983947,1.192580524,2.405498506,1.092771549,2.326899727,1.186747636,0.311841508
GTEX.11P7K.0326.SM.59871,male,normal,Lung,20-59,lung,1.194681257,0.788239033,2.672128299,0.829951752,0.951185782,0.709211793,3.053167338
GTEX.11EMC.0226.SM.5EGLP,female,normal,Thyroid,60-100,NA,2.771759338,1.698984078,2.688144285,0.58380141,1.626976902,0.921091615,2.431049671
GTEX.11EMC.0526.SM.5EGJN,female,normal,Adrenal Gland,60-100,NA,0.944355298,0.969284784,1.557014337,1.139394827,0.77885065,0.77885065,0.064363811
GTEX.11EMC.0726.SM.5EGJO,female,normal,Heart,60-100,heart,1.741794648,0.694504931,0.772914502,0.237502301,1.080242291,0.589631185,0.184781786
GTEX.YECK.0226.SM.4W215,male,normal,Adipose Tissue,60-100,NA,0.341877765,2.080907808,2.91351043,0.901405083,2.14487024,1.917432134,0.111088087
